Day of Production,Oil Rate (mbd),Water Cut (%),GOR (scf/stb),Water Rate (mbd),Liquid Rate (mbd),Gas Rate (mscf)
1667,Pd-01,1.55166322,0.316,3765,0.004918799,1.556582019,5842.012022
1667,Pd-02,5.915799397,46.17199969,3765,5.074390398,10.99018979,22272.98473
1668,Pu-01,2.646673186,73.57300197,3419,7.368362131,10.01503532,9048.975624
1668,Pu-02,12.28265424,51.04600197,1929.000047,12.80754214,25.09019639,23693.24062
1668,Pu-03,5.736885022,2.31,4095,0.13565569,5.872540713,23492.54417
1668,Pu-04,5.906527385,10.08399973,5975,0.662411811,6.568939196,35291.50113
1668,Pu-05,10.01347744,1.617,5034,0.164579175,10.17805661,50407.84541
1668,Co-01,21.61017918,51.15000034,876,22.62764955,44.23782873,18930.51697
1668,Co-02,4.813543369,28.65,664,1.932838368,6.746381737,3196.192797
1668,Ga-01,4.341973886,50.75999757,1250,4.476006763,8.817980649,5427.467357
1668,Ga-02,7.597639004,37.93000028,1250,4.642797661,12.24043666,9497.048755
1668,Ga-03,6.188247576,44.2650025,1250,4.914735925,11.1029835,7735.30947
1668,Ga-04,2.85570245,12.66499717,1250,0.414123344,3.269825795,3569.628063
1668,Cr-01,1.840361554,43.87678761,1476,1.438783519,3.279145073,2716.373654
1668,Cr-02,2.04183825,50.77300253,1250,2.105963475,4.147801726,2552.297813
1668,Pd-01,1.551351237,0.317,3765,0.004933422,1.556284659,5840.837407
1668,Pd-02,5.914609945,46.17299969,3765,5.073574258,10.9881842,22268.50644
1669,Pu-01,2.64578768,73.57400197,3419,7.366275731,10.01206341,9045.948078
1669,Pu-02,12.2785448,51.04800197,1929.000047,12.80428183,25.08282663,23685.31349
1669,Pu-03,5.734965614,2.315,4095,0.135910789,5.870876403,23484.68419
1669,Pu-04,5.904551219,10.09199973,5975,0.662774493,6.567325712,35279.69353
1669,Pu-05,10.01012719,1.62,5034,0.164834377,10.17496157,50390.98029
1669,Co-01,21.60583417,51.20000034,876,22.66841648,44.27425065,18926.71073
1669,Co-02,4.812575541,28.7,664,1.937179776,6.749755317,3195.550159
1669,Ga-01,4.339640481,50.77999757,1250,4.477182491,8.816822972,5424.550602
1669,Ga-02,7.594020006,37.94000028,1250,4.642557564,12.23657757,9492.525008
1669,Ga-03,6.185825418,44.2700025,1250,4.913807986,11.0996334,7732.281772
1669,Ga-04,2.854167778,12.66999717,1250,0.414087902,3.26825568,3567.709722
1669,Cr-01,1.837935695,43.87778761,1476,1.436945348,3.274881043,2712.793085
1669,Cr-02,2.039146816,50.77400253,1250,2.103271664,4.14241848,2548.93352
1669,Pd-01,1.551039317,0.318,3765,0.00494804,1.555987356,5839.663027
1669,Pd-02,5.913420733,46.17399969,3765,5.072758248,10.98617898,22264.02906
1670,Pu-01,2.64490247,73.57500197,3419,7.364189932,10.0090924,9042.921546
1670,Pu-02,12.27443672,51.05000197,1929.000047,12.80102235,25.07545908,23677.38902
1670,Pu-03,5.733046848,2.32,4095,0.136165732,5.869212579,23476.82684
1670,Pu-04,5.902575714,10.09999973,5975,0.663136962,6.565712676,35267.88989
1670,Pu-05,10.00677807,1.623,5034,0.165089409,10.17186748,50374.12082
1670,Co-01,21.60149002,51.25000034,876,22.70925905,44.31074907,18922.90526
1670,Co-02,4.811607908,28.75,664,1.941525998,6.753133905,3194.907651
1670,Ga-01,4.337308331,50.79999757,1250,4.478358572,8.815666903,5421.635413
1670,Ga-02,7.590402732,37.95000028,1250,4.642317278,12.23272001,9488.003415
1670,Ga-03,6.183404207,44.2750025,1250,4.912880199,11.09628441,7729.255259
1670,Ga-04,2.85263393,12.67499717,1250,0.4140524,3.266686329,3565.792412
1670,Cr-01,1.835513033,43.87878761,1476,1.435109526,3.270622559,2709.217237
1670,Cr-02,2.036458929,50.77500253,1250,2.100583293,4.137042223,2545.573662
1670,Pd-01,1.550727459,0.319,3765,0.004962651,1.555690111,5838.488883
1670,Pd-02,5.912231759,46.17499969,3765,5.07194237,10.98417413,22259.55257
1671,Pu-01,2.644017557,73.57600197,3419,7.362104732,10.00612229,9039.896026
1671,Pu-02,12.27033002,51.05200197,1929.000047,12.79776371,25.06809373,23669.4672
1671,Pu-03,5.731128723,2.325,4095,0.13642052,5.867549243,23468.97212
1671,Pu-04,5.90060087,10.10799973,5975,0.663499219,6.564100089,35256.0902
1671,Pu-05,10.00343007,1.626,5034,0.165344271,10.16877434,50357.26698
1671,Co-01,21.59714675,51.30000034,876,22.75017748,44.34732423,18919.10055
1671,Co-02,4.810640468,28.8,664,1.945877043,6.756517512,3194.265271
1671,Ga-01,4.334977433,50.81999757,1250,4.479535009,8.814512442,5418.721792
1671,Ga-02,7.586787182,37.96000028,1250,4.642076802,12.22886398,9483.483977
1671,Ga-03,6.180983945,44.2800025,1250,4.911952564,11.09293651,7726.229931
1671,Ga-04,2.851100906,12.67999717,1250,0.414016837,3.265117743,3563.876132
1671,Cr-01,1.833093565,43.87978761,1476,1.433276049,3.266369613,2705.646101
1671,Cr-02,2.033774585,50.77600253,1250,2.097898359,4.131672944,2542.218232
1671,Pd-01,1.550415664,0.32,3765,0.004977257,1.555392922,5837.314976
1671,Pd-02,5.911043025,46.17599969,3765,5.071126622,10.98216965,22255.07699
1672,Pu-01,2.643132939,73.57700197,3419,7.360020131,10.00315307,9036.871518
1672,Pu-02,12.2662247,51.05400197,1929.000047,12.79450589,25.06073059,23661.54803
1672,Pu-03,5.729211241,2.33,4095,0.136675153,5.865886394,23461.12003
1672,Pu-04,5.898626687,10.11599973,5975,0.663861263,6.56248795,35244.29445
1672,Pu-05,10.00008319,1.629,5034,0.165598962,10.16568215,50340.41878
1672,Co-01,21.59280435,51.35000034,876,22.79117201,44.38397636,18915.29661
1672,Co-02,4.809673224,28.85,664,1.950232924,6.759906147,3193.623021
1672,Ga-01,4.332647789,50.83999757,1250,4.480711801,8.81335959,5415.809736
1672,Ga-02,7.583173353,37.97000028,1250,4.641836138,12.22500949,9478.966691
1672,Ga-03,6.178564629,44.2850025,1250,4.911025081,11.08958971,7723.205787
1672,Ga-04,2.849568706,12.68499717,1250,0.413981215,3.263549921,3561.960882
1672,Cr-01,1.830677285,43.88078761,1476,1.431444914,3.262122199,2702.079673
1672,Cr-02,2.03109378,50.77700253,1250,2.095216857,4.126310637,2538.867225
1672,Pd-01,1.550103932,0.321,3765,0.004991857,1.55509579,5836.141305
1672,Pd-02,5.90985453,46.17699969,3765,5.070311004,10.98016553,22250.6023
1673,Pu-01,2.642248617,73.57800197,3419,7.35793613,10.00018475,9033.848022
1673,Pu-02,12.26212075,51.05600197,1929.000047,12.7912489,25.05336965,23653.6315
1673,Pu-03,5.7272944,2.335,4095,0.136929631,5.864224031,23453.27057
1673,Pu-04,5.896653164,10.12399973,5975,0.664223094,6.560876258,35232.50265
1673,Pu-05,9.996737431,1.632,5034,0.165853484,10.16259091,50323.57623
1673,Co-01,21.58846282,51.40000034,876,22.83224289,44.42070571,18911.49343
1673,Co-02,4.808706174,28.9,664,1.954593649,6.763299823,3192.980899
1673,Ga-01,4.330319396,50.85999757,1250,4.481888951,8.812208347,5412.899245
1673,Ga-02,7.579561246,37.98000028,1250,4.641595284,12.22115653,9474.451557
1673,Ga-03,6.176146261,44.2900025,1250,4.91009775,11.08624401,7720.182826
1673,Ga-04,2.848037329,12.68999717,1250,0.413945533,3.261982862,3560.046662
1673,Cr-01,1.828264191,43.88178761,1476,1.429616118,3.257880309,2698.517946
1673,Cr-02,2.028416508,50.77800253,1250,2.092538782,4.12095529,2535.520635
1673,Pd-01,1.549792263,0.322,3765,0.005006452,1.554798715,5834.967869
1673,Pd-02,5.908666273,46.17799969,3765,5.069495517,10.97816179,22246.12852
1674,Pu-01,2.641364591,73.57900197,3419,7.355852729,9.99721732,9030.825538
1674,Pu-02,12.25801817,51.05800197,1929.000047,12.78799275,25.04601092,23645.71763
1674,Pu-03,5.7253782,2.34,4095,0.137183954,5.862562154,23445.42373
1674,Pu-04,5.894680301,10.13199973,5975,0.664584713,6.559265014,35220.7148
1674,Pu-05,9.993392789,1.635,5034,0.166107835,10.15950062,50306.7393
1674,Co-01,21.58412217,51.45000034,876,22.87339033,44.4575125,18907.69102
1674,Co-02,4.807739318,28.95,664,1.95895923,6.766698548,3192.338907
1674,Ga-01,4.327992255,50.87999757,1250,4.48306646,8.811058714,5409.990318
1674,Ga-02,7.575950859,37.99000028,1250,4.641354242,12.2173051,9469.938574
1674,Ga-03,6.173728839,44.2950025,1250,4.909170571,11.08289941,7717.161049
1674,Ga-04,2.846506776,12.69499717,1250,0.413909791,3.260416567,3558.13347
1674,Cr-01,1.825854278,43.88278761,1476,1.427789658,3.253643936,2694.960914
1674,Cr-02,2.025742766,50.77900253,1250,2.08986413,4.115606895,2532.178457
1674,Pd-01,1.549480656,0.323,3765,0.00502104,1.554501696,5833.79467
1674,Pd-02,5.907478256,46.17899969,3765,5.068680161,10.97615842,22241.65563
1675,Pu-01,2.640480861,73.58000197,3419,7.353769926,9.994250788,9027.804065
1675,Pu-02,12.25391697,51.06000197,1929.000047,12.78473743,25.03865439,23637.80641
1675,Pu-03,5.723462641,2.345,4095,0.137438123,5.860900764,23437.57952
1675,Pu-04,5.892708098,10.13999973,5975,0.66494612,6.557654218,35208.93089
1675,Pu-05,9.990049267,1.638,5034,0.166362017,10.15641128,50289.90801
1675,Co-01,21.57978239,51.50000034,876,22.9146146,44.49439699,18903.88937
1675,Co-02,4.806772657,29,664,1.963329677,6.770102334,3191.697044
1675,Ga-01,4.325666364,50.89999757,1250,4.484244328,8.809910692,5407.082955
1675,Ga-02,7.572342192,38.00000028,1250,4.641113011,12.2134552,9465.42774
1675,Ga-03,6.171312363,44.3000025,1250,4.908243545,11.07955591,7714.140454
1675,Ga-04,2.844977045,12.69999717,1250,0.413873989,3.258851034,3556.221306
1675,Cr-01,1.823447541,43.88378761,1476,1.425965531,3.249413072,2691.408571
1675,Cr-02,2.023072547,50.78000253,1250,2.087192897,4.110265444,2528.840684
1675,Pd-01,1.549169112,0.324,3765,0.005035623,1.554204735,5832.621706
1675,Pd-02,5.906290477,46.17999969,3765,5.067864935,10.97415541,22237.18365
1676,Pu-01,2.639597427,73.58100197,3419,7.351687723,9.99128515,9024.783603
1676,Pu-02,12.24981713,51.06200197,1929.000047,12.78148293,25.03130007,23629.89783
1676,Pu-03,5.721547724,2.35,4095,0.137692137,5.85923986,23429.73793
1676,Pu-04,5.890736556,10.14799973,5975,0.665307314,6.55604387,35197.15092
1676,Pu-05,9.986706863,1.641,5034,0.166616029,10.15332289,50273.08235
1676,Co-01,21.57544348,51.55000034,876,22.95591593,44.5313594,18900.08849
1676,Co-02,4.80580619,29.05,664,1.967705001,6.773511191,3191.05531
1676,Ga-01,4.323341723,50.91999757,1250,4.485422557,8.808764281,5404.177154
1676,Ga-02,7.568735244,38.01000028,1250,4.640871593,12.20960684,9460.919055
1676,Ga-03,6.168896834,44.3050025,1250,4.90731667,11.0762135,7711.121042
1676,Ga-04,2.843448136,12.70499717,1250,0.413838128,3.257286264,3554.31017
1676,Cr-01,1.821043977,43.88478761,1476,1.424143735,3.245187711,2687.86091
1676,Cr-02,2.020405849,50.78100253,1250,2.084525078,4.104930927,2525.507311
1676,Pd-01,1.54885763,0.325,3765,0.0050502,1.553907831,5831.448979
1676,Pd-02,5.905102937,46.18099969,3765,5.067049839,10.97215278,22232.71256
1677,Pu-01,2.638714288,73.58200197,3419,7.349606118,9.988320406,9021.764152
1677,Pu-02,12.24571867,51.06400197,1929.000047,12.77822927,25.02394794,23621.99189
1677,Pu-03,5.719633447,2.355,4095,0.137945996,5.857579443,23421.89896
1677,Pu-04,5.888765673,10.15599973,5975,0.665668296,6.554433969,35185.37489
1677,Pu-05,9.983365578,1.644,5034,0.166869871,10.15023545,50256.26232
1677,Co-01,21.57110544,51.60000034,876,22.99729455,44.56839999,18896.28837
1677,Co-02,4.804839918,29.1,664,1.972085213,6.776925131,3190.413705
1677,Ga-01,4.321018332,50.93999757,1250,4.486601149,8.807619481,5401.272915
1677,Ga-02,7.565130014,38.02000028,1250,4.640629986,12.20576,9456.412518
1677,Ga-03,6.166482249,44.3100025,1250,4.906389948,11.0728722,7708.102812
1677,Ga-04,2.841920049,12.70999717,1250,0.413802207,3.255722255,3552.400061
1677,Cr-01,1.818643581,43.88578761,1476,1.422324265,3.240967846,2684.317925
1677,Cr-02,2.017742665,50.78200253,1250,2.081860669,4.099603334,2522.178332
1677,Pd-01,1.548546212,0.326,3765,0.005064772,1.553610983,5830.276487
1677,Pd-02,5.903915636,46.18199969,3765,5.066234874,10.97015051,22228.24237
1678,Pu-01,2.637831445,73.58300197,3419,7.347525111,9.985356556,9018.74571
1678,Pu-02,12.24162158,51.06600197,1929.000047,12.77497644,25.01659802,23614.08861
1678,Pu-03,5.71771981,2.36,4095,0.1381997,5.855919511,23414.06262
1678,Pu-04,5.886795449,10.16399973,5975,0.666029066,6.552824515,35173.60281
1678,Pu-05,9.980025411,1.647,5034,0.167123543,10.14714895,50239.44792
1678,Co-01,21.56676828,51.65000034,876,23.03875071,44.60551899,18892.48901
1678,Co-02,4.803873839,29.15,664,1.976470323,6.780344163,3189.772229
1678,Ga-01,4.318696189,50.95999757,1250,4.487780105,8.806476294,5398.370236
1678,Ga-02,7.561526502,38.03000028,1250,4.640388192,12.20191469,9451.908127
1678,Ga-03,6.16406861,44.3150025,1250,4.905463377,11.06953199,7705.085763
1678,Ga-04,2.840392783,12.71499717,1250,0.413766226,3.254159009,3550.490978
1678,Cr-01,1.816246349,43.88678761,1476,1.42050712,3.236753469,2680.779611
1678,Cr-02,2.015082992,50.78300253,1250,2.079199666,4.094282658,2518.85374
1678,Pd-01,1.548234855,0.327,3765,0.005079337,1.553314193,5829.10423
1678,Pd-02,5.902728574,46.18299969,3765,5.06542004,10.96814861,22223.77308
1679,Pu-01,2.636948897,73.58400197,3419,7.345444703,9.9823936,9015.728279
1679,Pu-02,12.23752586,51.06800197,1929.000047,12.77172443,25.00925029,23606.18796
1679,Pu-03,5.715806814,2.365,4095,0.138453251,5.854260064,23406.2289
1679,Pu-04,5.884825885,10.17199973,5975,0.666389624,6.551215508,35161.83466
1679,Pu-05,9.976686361,1.65,5034,0.167377046,10.14406341,50222.63914
1679,Co-01,21.56243199,51.70000034,876,23.08028466,44.64271665,18888.69042
1679,Co-02,4.802907955,29.2,664,1.980860343,6.783768299,3189.130882
1679,Ga-01,4.316375294,50.97999757,1250,4.488959426,8.80533472,5395.469117
1679,Ga-02,7.557924706,38.04000028,1250,4.640146211,12.19807092,9447.405882
1679,Ga-03,6.161655916,44.3200025,1250,4.904536959,11.06619287,7702.069894
1679,Ga-04,2.838866337,12.71999717,1250,0.413730186,3.252596523,3548.582922
1679,Cr-01,1.813852277,43.88778761,1476,1.418692297,3.232544573,2677.24596
1679,Cr-02,2.012426825,50.78400253,1250,2.076542064,4.088968889,2515.533531
1679,Pd-01,1.547923562,0.328,3765,0.005093897,1.553017459,5827.93221
1679,Pd-02,5.90154175,46.18399969,3765,5.064605336,10.96614709,22219.30469
1680,Pu-01,2.636066644,73.58500197,3419,7.343364894,9.979431538,9012.711857
1680,Pu-02,12.23343151,51.07000197,1929.000047,12.76847326,25.00190477,23598.28996
1680,Pu-03,5.713894458,2.37,4095,0.138706646,5.852601104,23398.3978
1680,Pu-04,5.882856979,10.17999973,5975,0.666749969,6.549606948,35150.07045
1680,Pu-05,9.973348428,1.653,5034,0.16763038,10.14097881,50205.83599
1680,Co-01,21.55809657,51.75000034,876,23.12189664,44.67999321,18884.89259
1680,Co-02,4.801942266,29.25,664,1.985255283,6.787197549,3188.489664
1680,Ga-01,4.314055646,50.99999757,1250,4.490139113,8.804194759,5392.569558
1680,Ga-02,7.554324625,38.05000028,1250,4.639904042,12.19422867,9442.905782
1680,Ga-03,6.159244165,44.3250025,1250,4.903610693,11.06285486,7699.055207
1680,Ga-04,2.837340713,12.72499717,1250,0.413694086,3.251034799,3546.675891
1680,Cr-01,1.81146136,43.88878761,1476,1.416879791,3.228341151,2673.716968
1680,Cr-02,2.009774159,50.78500253,1250,2.07388786,4.083662019,2512.217699
1680,Pd-01,1.547612331,0.329,3765,0.005108451,1.552720782,5826.760425
1680,Pd-02,5.900355165,46.18499969,3765,5.063790762,10.96414593,22214.8372
1681,Pu-01,2.635184687,73.58600197,3419,7.341285682,9.976470369,9009.696445
1681,Pu-02,12.22933853,51.07200197,1929.000047,12.76522292,24.99456145,23590.39461
1681,Pu-03,5.711982741,2.375,4095,0.138959887,5.850942629,23390.56933
1681,Pu-04,5.880888732,10.18799973,5975,0.667110103,6.547998836,35138.31017
1681,Pu-05,9.970011612,1.656,5034,0.167883544,10.13789516,50189.03846
1681,Co-01,21.55376202,51.80000034,876,23.16358689,44.71734891,18881.09553
1681,Co-02,4.80097677,29.3,664,1.989655154,6.790631924,3187.848575
1681,Ga-01,4.311737245,51.01999757,1250,4.491319167,8.803056412,5389.671556
1681,Ga-02,7.55072626,38.06000028,1250,4.639661686,12.19038795,9438.407825
1681,Ga-03,6.156833359,44.3300025,1250,4.902684579,11.05951794,7696.041699
1681,Ga-04,2.835815907,12.72999717,1250,0.413657927,3.249473835,3544.769884
1681,Cr-01,1.809073595,43.88978761,1476,1.415069601,3.224143196,2670.192627
1681,Cr-02,2.00712499,50.78600253,1250,2.071237047,4.078362037,2508.906237
1681,Pd-01,1.547301162,0.33,3765,0.005123,1.552424162,5825.588876
1681,Pd-02,5.899168819,46.18599969,3765,5.062976319,10.96214514,22210.3706
1682,Pu-01,2.634303025,73.58700197,3419,7.339207068,9.973510093,9006.682041
1682,Pu-02,12.22524692,51.07400197,1929.000047,12.7619734,24.98722032,23582.50189
1682,Pu-03,5.710071664,2.38,4095,0.139212974,5.849284639,23382.74347
1682,Pu-04,5.878921144,10.19599973,5975,0.667470026,6.54639117,35126.55384
1682,Pu-05,9.966675913,1.659,5034,0.168136539,10.13481245,50172.24654
1682,Co-01,21.54942834,51.85000034,876,23.20535566,44.754784,18877.29923
1682,Co-02,4.800011468,29.35,664,1.994059966,6.794071434,3187.207615
1682,Ga-01,4.30942009,51.03999757,1250,4.492499591,8.80191968,5386.775112
1682,Ga-02,7.547129608,38.07000028,1250,4.639419144,12.18654875,9433.91201
1682,Ga-03,6.154423497,44.3350025,1250,4.901758617,11.05618211,7693.029371
1682,Ga-04,2.834291922,12.73499717,1250,0.413621709,3.247913631,3542.864902
1682,Cr-01,1.806688978,43.89078761,1476,1.413261723,3.219950701,2666.672932
1682,Cr-02,2.004479312,50.78700253,1250,2.068589624,4.073068936,2505.59914
1682,Pd-01,1.546990056,0.331,3765,0.005137542,1.552127599,5824.417562
1682,Pd-02,5.897982711,46.18699969,3765,5.062162006,10.96014472,22205.90491
1683,Pu-01,2.633421657,73.58800197,3419,7.337129052,9.970550709,9003.668646
1683,Pu-02,12.22115668,51.07600197,1929.000047,12.75872471,24.9798814,23574.61182
1683,Pu-03,5.708161227,2.385,4095,0.139465907,5.847627134,23374.92022
1683,Pu-04,5.876954214,10.20399973,5975,0.667829736,6.54478395,35114.80143
1683,Pu-05,9.963341329,1.662,5034,0.168389364,10.13173069,50155.46025
1683,Co-01,21.54509554,51.90000034,876,23.2472032,44.79229874,18873.50369
1683,Co-02,4.799046361,29.4,664,1.998469731,6.797516092,3186.566784
1683,Ga-01,4.30710418,51.05999757,1250,4.493680384,8.800784564,5383.880225
1683,Ga-02,7.54353467,38.08000028,1250,4.639176415,12.18271108,9429.418337
1683,Ga-03,6.152014577,44.3400025,1250,4.900832807,11.05284738,7690.018222
1683,Ga-04,2.832768755,12.73999717,1250,0.413585432,3.246354187,3540.960944
1683,Cr-01,1.804307504,43.89178761,1476,1.411456155,3.215763659,2663.157876
1683,Cr-02,2.001837122,50.78800253,1250,2.065945584,4.067782706,2502.296403
1683,Pd-01,1.546679013,0.332,3765,0.005152079,1.551831092,5823.246484
1683,Pd-02,5.896796841,46.18799969,3765,5.061347823,10.95814466,22201.44011
1684,Pu-01,2.632540585,73.58900197,3419,7.335051633,9.967592218,9000.656259
1684,Pu-02,12.21706781,51.07800197,1929.000047,12.75547686,24.97254467,23566.72438
1684,Pu-03,5.706251429,2.39,4095,0.139718686,5.845970114,23367.0996
1684,Pu-04,5.874987942,10.21199973,5975,0.668189235,6.543177178,35103.05295
1684,Pu-05,9.960007861,1.665,5034,0.168642021,10.12864988,50138.67957
1684,Co-01,21.54076361,51.95000034,876,23.28912975,44.82989336,18869.70892
1684,Co-02,4.798081448,29.45,664,2.00288446,6.800965907,3185.926081
1684,Ga-01,4.304789514,51.07999757,1250,4.494861549,8.799651064,5380.986893
1684,Ga-02,7.539941444,38.09000028,1250,4.6389335,12.17887494,9424.926804
1684,Ga-03,6.149606601,44.3450025,1250,4.899907149,11.04951375,7687.008251
1684,Ga-04,2.831246407,12.74499717,1250,0.413549095,3.244795502,3539.058009
1684,Cr-01,1.801929169,43.89278761,1476,1.409652893,3.211582062,2659.647453
1684,Cr-02,1.999198415,50.78900253,1250,2.063304923,4.062503338,2498.998018
1684,Pd-01,1.546368032,0.333,3765,0.00516661,1.551534643,5822.075641
1684,Pd-02,5.89561121,46.18899969,3765,5.060533771,10.95614498,22196.97621
1685,Pu-01,2.631659807,73.59000197,3419,7.332974812,9.964634619,8997.64488
1685,Pu-02,12.2129803,51.08000197,1929.000047,12.75222983,24.96521013,23558.83958
1685,Pu-03,5.704342269,2.395,4095,0.13997131,5.84431358,23359.28159
1685,Pu-04,5.873022328,10.21999973,5975,0.668548523,6.541570851,35091.30841
1685,Pu-05,9.956675509,1.668,5034,0.168894508,10.12557002,50121.90451
1685,Co-01,21.53643254,52.00000034,876,23.33113558,44.86756812,18865.91491
1685,Co-02,4.797116728,29.5,664,2.007304163,6.804420891,3185.285508
1685,Ga-01,4.302476093,51.09999757,1250,4.496043087,8.79851918,5378.095116
1685,Ga-02,7.536349929,38.10000028,1250,4.638690399,12.17504033,9420.437411
1685,Ga-03,6.147199567,44.3500025,1250,4.898981644,11.04618121,7683.999459
1685,Ga-04,2.829724877,12.74999717,1250,0.413512699,3.243237576,3537.156096
1685,Cr-01,1.799553969,43.89378761,1476,1.407851935,3.207405904,2656.141658
1685,Cr-02,1.996563186,50.79000253,1250,2.060667638,4.057230824,2495.703982
1685,Pd-01,1.546057114,0.334,3765,0.005181136,1.55123825,5820.905034
1685,Pd-02,5.894425818,46.18999969,3765,5.059719849,10.95414567,22192.5132
1686,Pu-01,2.630779324,73.59100197,3419,7.330898588,9.961677912,8994.634508
1686,Pu-02,12.20889417,51.08200197,1929.000047,12.74898363,24.95787779,23550.95743
1686,Pu-03,5.702433749,2.4,4095,0.140223781,5.84265753,23351.4662
1686,Pu-04,5.871057372,10.22799973,5975,0.668907599,6.539964971,35079.5678
1686,Pu-05,9.953344271,1.671,5034,0.169146826,10.1224911,50105.13506
1686,Co-01,21.53210235,52.05000034,876,23.37322091,44.90532326,18862.12166
1686,Co-02,4.796152203,29.55,664,2.011728852,6.807881054,3184.645063
1686,Ga-01,4.300163915,51.11999757,1250,4.497224998,8.797388913,5375.204893
1686,Ga-02,7.532760125,38.11000028,1250,4.638447112,12.17120724,9415.950157
1686,Ga-03,6.144793475,44.3550025,1250,4.89805629,11.04284977,7680.991844
1686,Ga-04,2.828204165,12.75499717,1250,0.413476244,3.241680409,3535.255206
1686,Cr-01,1.7971819,43.89478761,1476,1.406053278,3.203235177,2652.640484
1686,Cr-02,1.99393143,50.79100253,1250,2.058033724,4.051965155,2492.414288
1686,Pd-01,1.545746258,0.335,3765,0.005195655,1.550941914,5819.734662
1686,Pd-02,5.893240663,46.19099969,3765,5.058906058,10.95214672,22188.0511
1687,Pu-01,2.629899135,73.59200197,3419,7.328822961,9.958722096,8991.625143
1687,Pu-02,12.2048094,51.08400197,1929.000047,12.74573825,24.95054765,23543.0779
1687,Pu-03,5.700525867,2.405,4095,0.140476097,5.841001964,23343.65342
1687,Pu-04,5.869093073,10.23599973,5975,0.669266464,6.538359537,35067.83111
1687,Pu-05,9.950014148,1.674,5034,0.169398976,10.11941312,50088.37122
1687,Co-01,21.52777303,52.10000034,876,23.41538602,44.94315905,18858.32917
1687,Co-02,4.795187871,29.6,664,2.016158537,6.811346408,3184.004747
1687,Ga-01,4.297852979,51.13999757,1250,4.498407285,8.796260264,5372.316224
1687,Ga-02,7.529172032,38.12000028,1250,4.63820364,12.16737567,9411.46504
1687,Ga-03,6.142388326,44.3600025,1250,4.897131088,11.03951941,7677.985407
1687,Ga-04,2.82668427,12.75999717,1250,0.413439731,3.240124001,3533.355337
1687,Cr-01,1.794812957,43.89578761,1476,1.404256918,3.199069875,2649.143925
1687,Cr-02,1.991303144,50.79200253,1250,2.055403177,4.046706321,2489.12893
1687,Pd-01,1.545435465,0.336,3765,0.005210169,1.550645634,5818.564525
1687,Pd-02,5.892055747,46.19199969,3765,5.058092396,10.95014814,22183.58989
1688,Pu-01,2.629019241,73.59300197,3419,7.326747931,9.955767172,8988.616786
1688,Pu-02,12.20072599,51.08600197,1929.000047,12.74249371,24.9432197,23535.20102
1688,Pu-03,5.698618623,2.41,4095,0.14072826,5.839346883,23335.84326
1688,Pu-04,5.867129431,10.24399973,5975,0.669625118,6.536754549,35056.09835
1688,Pu-05,9.946685139,1.677,5034,0.169650956,10.1163361,50071.61299
1688,Co-01,21.52344458,52.15000034,876,23.45763114,44.98107572,18854.53745
1688,Co-02,4.794223734,29.65,664,2.02059323,6.814816963,3183.364559
1688,Ga-01,4.295543285,51.15999757,1250,4.499589948,8.795133234,5369.429107
1688,Ga-02,7.525585647,38.13000028,1250,4.637959982,12.16354563,9406.982059
1688,Ga-03,6.139984117,44.3650025,1250,4.896206039,11.03619016,7674.980146
1688,Ga-04,2.825165192,12.76499717,1250,0.413403158,3.23856835,3531.45649
1688,Cr-01,1.792447137,43.89678761,1476,1.402462852,3.19490999,2645.651975
1688,Cr-02,1.988678322,50.79300253,1250,2.052775992,4.041454314,2485.847902
1688,Pd-01,1.545124734,0.337,3765,0.005224678,1.550349412,5817.394624
1688,Pd-02,5.89087107,46.19299969,3765,5.057278865,10.94814993,22179.12958
1689,Pu-01,2.628139642,73.59400197,3419,7.324673497,9.952813139,8985.609435
1689,Pu-02,12.19664396,51.08800197,1929.000047,12.73924999,24.93589395,23527.32677
1689,Pu-03,5.696712018,2.415,4095,0.140980269,5.837692286,23328.03571
1689,Pu-04,5.865166446,10.25199973,5975,0.669983561,6.535150007,35044.36952
1689,Pu-05,9.943357244,1.68,5034,0.169902768,10.11326001,50054.86037
1689,Co-01,21.519117,52.20000034,876,23.49995654,45.01907354,18850.74649
1689,Co-02,4.79325979,29.7,664,2.025032941,6.818292731,3182.724501
1689,Ga-01,4.293234833,51.17999757,1250,4.50077299,8.794007822,5366.543541
1689,Ga-02,7.522000971,38.14000028,1250,4.63771614,12.15971711,9402.501213
1689,Ga-03,6.137580849,44.3700025,1250,4.895281142,11.03286199,7671.976062
1689,Ga-04,2.82364693,12.76999717,1250,0.413366527,3.237013457,3529.558662
1689,Cr-01,1.790084436,43.89778761,1476,1.400671079,3.190755515,2642.164628
1689,Cr-02,1.98605696,50.79400253,1250,2.050152165,4.036209125,2482.5712
1689,Pd-01,1.544814066,0.338,3765,0.00523918,1.550053246,5816.224958
1689,Pd-02,5.88968663,46.19399969,3765,5.056465464,10.94615209,22174.67016
1690,Pu-01,2.627260336,73.59500197,3419,7.32259966,9.949859997,8982.60309
1690,Pu-02,12.19256329,51.09000197,1929.000047,12.7360071,24.92857039,23519.45516
1690,Pu-03,5.69480605,2.42,4095,0.141232124,5.836038174,23320.23077
1690,Pu-04,5.863204118,10.25999973,5975,0.670341793,6.533545911,35032.64461
